orden_detalle_id,orden_id,producto_id,cantidad,precio_unit
dbc9f7ca-d558-4011-adca-45b8a84802f1,580433da-97a7-468b-bcbf-96778beb25a7,15ee022d-2f44-419c-bba8-55bf843a8bf6,2,110312.04
c6e4fbc9-1026-486d-a9ba-4faf08be21f7,580433da-97a7-468b-bcbf-96778beb25a7,fcf70b23-b9c1-4f10-bfe8-d8123752206e,4,85204.49
a9867ff9-3941-4608-9fab-83db2662e2c2,580433da-97a7-468b-bcbf-96778beb25a7,13dfb71e-b221-490b-ae3f-58b59c32a5a6,4,62264.75
abe2f65b-577c-4de7-a2ac-be2c56d53d5b,04f7aa36-ccf7-4eb5-b222-22b3bb3a156c,d2f228bc-633a-45a7-9134-6447dde10072,4,38074.31
fcd4dc16-a1bb-4980-92e8-50bd968f7a00,07b0eea4-9879-43e3-be02-cad5cbe81f5b,cc2bf8dc-e407-444f-a14c-cb2b325c7b8b,5,87419.92
cb40b320-edab-4aa0-96d2-34342ec2b478,07b0eea4-9879-43e3-be02-cad5cbe81f5b,9c96250b-1030-4282-b62f-2586d2f673c0,1,16592.94
7723ba78-05ae-401a-a7b7-34b2e38fe547,07b0eea4-9879-43e3-be02-cad5cbe81f5b,b47a8638-e356-4459-ba6b-bbb2956dc7b6,4,102286.91
cc264545-fed2-4845-940f-e81981b5a8f8,07b0eea4-9879-43e3-be02-cad5cbe81f5b,f64a2fb0-8293-4b48-9e52-a848ffdfd94a,4,67689.88
616e14a4-bbd5-42bf-a489-ed30cded7b6d,34781153-69cc-4c33-b158-da6d89268fb0,769319b7-90cb-4d6a-9a66-17cdcf2b2c03,4,101203.8
c269e36c-6af6-4f09-86d3-6bfebb35092b,34781153-69cc-4c33-b158-da6d89268fb0,7042c78d-b5eb-460d-8764-f6d32b05ba95,3,132452.13
0a09fd1d-2ccd-42f9-91dd-acef37557fcc,554346ba-db31-40df-9f2f-89a82843ed24,58bedd4e-1999-4dac-b84c-f75aa2b68545,2,137088.46
d6755933-647e-4ed7-bf36-98c85c351aef,aeccb8af-e0d9-4e2a-9971-e5b1dfff5935,b47a8638-e356-4459-ba6b-bbb2956dc7b6,3,251.54
9d8a3016-090e-48c1-b2e9-61b249185ff7,cd64c44e-ae12-45b2-9c0e-832266d4c049,e7ea9cca-a511-4285-a1a2-bc884b352a72,3,139923.48
0e33d14f-16ed-4891-a5e3-d6098f2e1c0f,cd64c44e-ae12-45b2-9c0e-832266d4c049,1a5c2ee8-c7f7-4dfb-b942-29c9e8ad0391,3,112030.23
32b803de-9589-4513-b366-c264da50aaa6,cd64c44e-ae12-45b2-9c0e-832266d4c049,959b1857-d8df-4890-a4a6-6a6321c474f8,5,78665.67
2048a172-126e-44bf-a64d-1978ee306850,cd64c44e-ae12-45b2-9c0e-832266d4c049,e034e15f-5f94-4b01-ade8-5e6816f1f6a8,2,26189.19
bff5e69b-5c58-4ca2-8623-317f20bee3a3,53a32688-300f-4554-b72a-5b3bf490f52a,931c467e-af92-4da9-ad28-d15878db340a,2,214.19
e46a9711-d6b4-4ab5-a9a1-3359c0ee6c53,53a32688-300f-4554-b72a-5b3bf490f52a,4db7661b-93e2-4789-a5b6-bb6d405670c0,3,274.66
1db49d77-5df0-4b70-aadc-1ffc48bd9e32,53a32688-300f-4554-b72a-5b3bf490f52a,d2f228bc-633a-45a7-9134-6447dde10072,5,297.14
47ebfcaa-647d-4b63-a317-04e3534d251e,1c6ecf86-6111-462e-a89a-9556a32e73d1,6a55d9a5-d912-46f1-8b41-11f899d6d76f,5,125193.91
cbf4f373-1266-4c93-8c63-932749331e9b,1c6ecf86-6111-462e-a89a-9556a32e73d1,c700624a-1040-4c9e-be50-b1bbec797dbf,3,117032.78
19ab0b14-f673-4c08-854f-2301e269a794,60628f21-cb97-40a1-81b3-5a0ee4370167,52851400-d0f6-4f71-a1ca-cfb187616fcd,3,188.95
df147005-fc91-49bf-9dfe-1b60d2d13082,60628f21-cb97-40a1-81b3-5a0ee4370167,fee27cf1-ab9e-4a1a-bb70-3b4966b3306c,4,117.99
4cf96c66-1e1e-4619-8ba8-dfef1f6e88dd,60628f21-cb97-40a1-81b3-5a0ee4370167,5abf4428-766e-4d2b-8ae0-457b36289bf2,1,148.88
898c271d-0098-4ec5-bfc3-100fa9d17795,60628f21-cb97-40a1-81b3-5a0ee4370167,3f5e5090-3880-4ba3-bd3a-566479127e86,4,55.65
245449dc-ee11-43bf-ac50-fa0954170bdd,047a46be-4548-4aee-9e40-85ccc1b7fbcf,557df826-87c3-4a68-b019-a6300b4ae01f,4,114.86
0d11867a-1bae-43bf-81ac-9e07b9d06ace,047a46be-4548-4aee-9e40-85ccc1b7fbcf,56c7b74b-ad8c-4246-900b-db451578d073,4,19.87
374f8d40-1c8d-4ac6-991b-705fbd253226,047a46be-4548-4aee-9e40-85ccc1b7fbcf,bdf61d2b-dce1-4d9e-9dad-c3522256d673,3,259.73
011d28c2-6794-495d-9c76-982c31689a6d,28d379e0-32b2-4cf0-ace4-7b8c63eae138,441f5dae-344b-4e0f-a355-33924717b9fc,2,127049.86
fcd23f66-c22b-4f79-bcdf-ecd6735544a9,28d379e0-32b2-4cf0-ace4-7b8c63eae138,b5036bf8-5e9e-4a85-957a-4c083c95b1c0,4,85053.26
37aa7d7b-a89e-4e54-bdbb-5bf68dd2fc30,28d379e0-32b2-4cf0-ace4-7b8c63eae138,7c3ad187-8670-4b7c-9e5c-1a3fd1e0ce10,1,70334.06
96212f99-5244-47c8-bceb-7c63a23da419,28d379e0-32b2-4cf0-ace4-7b8c63eae138,c4dc440f-6a2a-470b-b964-98104215dcfe,4,29758.29
4267bca0-0c3f-4010-bdaa-b9cdb90addc9,28d379e0-32b2-4cf0-ace4-7b8c63eae138,a94bfadb-73ee-491e-aa53-09827592a10c,3,57370.74
02d36d34-d191-4e7f-ac71-e00f68c87647,8ebc5b7e-97cb-4524-933e-ee0d51564660,9c96250b-1030-4282-b62f-2586d2f673c0,3,273.55
c62b8cc5-3c99-4a2a-ba4f-0ca9100e351f,8ebc5b7e-97cb-4524-933e-ee0d51564660,0cab675e-5b43-4c18-ad46-726062d1ef0b,4,132.69
17604fee-48d5-4113-a15a-fee0e01c1dca,8ebc5b7e-97cb-4524-933e-ee0d51564660,e034e15f-5f94-4b01-ade8-5e6816f1f6a8,2,165.23
20927d55-167a-4bc0-89e0-a716043506a1,8ebc5b7e-97cb-4524-933e-ee0d51564660,2d7494b2-7a13-4cf5-9ba8-b617272d53a9,2,297.07
df16d748-5704-4170-a901-01ec079a78b6,95a87759-f05b-4467-9910-ff2b7d013c55,6de7d45f-8e99-4686-adbe-dc4c479f58ae,1,20.56
1f9e3518-45da-4f01-b562-1e9364e7fb94,95a87759-f05b-4467-9910-ff2b7d013c55,1c8ff623-f697-4aab-aeab-c59c6ce51d66,1,23.59
ecbc74f3-7355-4471-a53a-61ed5c96ba2e,95a87759-f05b-4467-9910-ff2b7d013c55,1133e40f-9339-4834-af2d-c5c341bc2da2,1,148.93
1eb5c16c-de37-4a75-a23f-ea2bc632192e,95a87759-f05b-4467-9910-ff2b7d013c55,49871e0b-dfdf-4746-af02-6307d2d4cc95,2,26.14
ddd124cc-c2ee-40ee-991e-5eac90bd5b2e,1f4b52b5-88ef-47cd-af01-892f56b12df2,6064cb47-43d0-4ef0-9b7b-7f1ffe4d6891,2,156.67
4f151ef9-c809-4989-b14d-1f8ca4c7c9ef,1f4b52b5-88ef-47cd-af01-892f56b12df2,714526d4-4e48-49f1-b9d3-bf45adb45287,3,234.01
f10d4546-a58f-494e-947a-bbad7f4a0a7b,1f4b52b5-88ef-47cd-af01-892f56b12df2,4570a60b-7d5f-4c6a-9882-969edc6e245c,5,56.72
b10f74fc-d2c8-4bbd-a4ae-5d9c2074f288,1f4b52b5-88ef-47cd-af01-892f56b12df2,86f6c291-e360-42e2-aca5-9e58ce3efdbe,1,9.76
1304738b-0bef-4b63-89e5-a684e3d68029,1f4b52b5-88ef-47cd-af01-892f56b12df2,bdf61d2b-dce1-4d9e-9dad-c3522256d673,5,20.18
c7da5d38-04b6-4600-bd98-d3ac0684dca0,8b600541-d4f1-4f93-a6cd-8ebf47c9b755,c4dc440f-6a2a-470b-b964-98104215dcfe,5,84321.4
5e979499-832d-4d1f-899b-815d47351f02,8b600541-d4f1-4f93-a6cd-8ebf47c9b755,e7ea9cca-a511-4285-a1a2-bc884b352a72,4,30076.3
0824a225-4393-4518-b9b0-8538416b6b99,8b600541-d4f1-4f93-a6cd-8ebf47c9b755,6c26fcc6-78dc-4cd2-add4-a72403d637be,5,105681.32
4b1fc0f8-3453-4abe-b692-bb1e84205c57,8b600541-d4f1-4f93-a6cd-8ebf47c9b755,74293052-80cc-43fc-8e33-e72e98c9c18c,2,62588.15
ff2fd943-f9cf-426e-84b2-cbf0baf9349a,8b600541-d4f1-4f93-a6cd-8ebf47c9b755,441f5dae-344b-4e0f-a355-33924717b9fc,1,16758.83
c400690f-4185-4dbb-9406-308955ca57ef,59c7af30-d189-43bd-9e5d-f5e5880e36f4,40bf0457-3da0-4f63-a655-d63240c85e69,5,39.82
96ede8cc-77bc-4b6b-a502-b1a54e06d2f4,59c7af30-d189-43bd-9e5d-f5e5880e36f4,c2e127cb-9053-4010-b187-105d8aa31a92,2,142.63
b45081d5-c576-476e-b801-0012a6c9a551,59c7af30-d189-43bd-9e5d-f5e5880e36f4,a55cf417-cfe9-495b-b42b-a350b1916dd8,4,20.96
631bcdb4-e952-4daf-903e-63e3b6529ddc,59c7af30-d189-43bd-9e5d-f5e5880e36f4,e28737dc-96ef-4ec6-a226-68b52691e636,5,123.87
54fecabd-0b62-4527-b674-30a3ac866ffc,59c7af30-d189-43bd-9e5d-f5e5880e36f4,e77434af-8102-467e-9027-79149e88108b,2,60.16
1284846a-81fe-4212-9876-0089c7bc012d,de67889f-8c24-4946-b150-f2e6075ecee8,4c066f2b-10e9-4a2a-80e9-92217ae34793,4,17.1
908c4768-fafc-4c7a-ab3f-f731202e772e,de67889f-8c24-4946-b150-f2e6075ecee8,6c26fcc6-78dc-4cd2-add4-a72403d637be,2,43.28
12bc63ac-f8d8-45d7-8112-01c3db5d1493,de67889f-8c24-4946-b150-f2e6075ecee8,f5d86cb4-c3c6-4aaa-9d1e-a3e56e310c57,4,192.97
dfb66c00-0794-4579-a64e-641b7b6e042e,de67889f-8c24-4946-b150-f2e6075ecee8,244238c0-fb7f-4215-8b9f-568c6cd85366,5,196.6
b76da961-d7b6-46c1-ba64-42ee592ad13a,d932fb12-06e3-4295-8c1a-d191aabf19b3,2c4a818a-41c5-4599-bdb0-5152c7bc5e06,1,128024.77
4e613b2e-0d2c-41e6-9d28-f56e5a3b430e,d932fb12-06e3-4295-8c1a-d191aabf19b3,e7ea9cca-a511-4285-a1a2-bc884b352a72,5,63291.85
7d866efd-2599-4bf6-89bd-0351ff90c31e,5888a179-4f57-4d38-a2c6-0bbd5b6c3d6a,84bfa533-5569-4dfc-a269-370bf05b25a0,3,249.24
3262e218-c6d1-4d8f-ab54-37671b448464,5888a179-4f57-4d38-a2c6-0bbd5b6c3d6a,470e7b75-9e2a-4bd3-977e-7500a5b4c651,2,157.44
a19bd789-b4bc-4aa2-9ef3-169db2e1ad74,5888a179-4f57-4d38-a2c6-0bbd5b6c3d6a,c4dc440f-6a2a-470b-b964-98104215dcfe,1,244.26
4cbc6173-3aec-498d-b9fd-eb95476c9c8f,5888a179-4f57-4d38-a2c6-0bbd5b6c3d6a,1c8ff623-f697-4aab-aeab-c59c6ce51d66,4,67.05
0e5a969c-b9ee-4322-8959-a7f7404fb363,5888a179-4f57-4d38-a2c6-0bbd5b6c3d6a,9775bf0e-1ca8-4dd8-9e4f-3e6925b838ab,4,147.65
f3fdaf78-b28f-4d25-973e-7008dcfd9293,f4a4c4c6-fe4c-4078-b46d-07cdff5e075a,58b02935-4f52-4501-ac76-43624115b809,3,78730.48
06f7cf3f-c875-4526-87ce-9e21c7e451c7,f4a4c4c6-fe4c-4078-b46d-07cdff5e075a,6f067b55-69ae-4c5f-9668-573664ada2fa,3,47866.92
459ea510-7e51-40fc-a463-5f20306ab13a,f4a4c4c6-fe4c-4078-b46d-07cdff5e075a,388d50f7-90b8-4413-8e36-acb186177e5e,3,128262.39
641e278d-74d5-4c8e-b9ad-a424e4987508,f4a4c4c6-fe4c-4078-b46d-07cdff5e075a,e757a08c-d42d-445b-8205-0ce027cdba7c,5,99445.01
3e9c8fd8-58ba-4dfc-b12e-26351b599135,701f6dc8-fd8d-4b36-ac9c-2a3c7f2ed7fb,866e8b8f-8ff1-48ca-8f73-1a09ecada504,4,232.15
93f0bf5c-61d2-4fba-bb2d-836926fe4007,701f6dc8-fd8d-4b36-ac9c-2a3c7f2ed7fb,e1687c13-249b-448d-a0d0-52acf5ced132,4,260.79
26fc3b7b-fdeb-450b-90cb-c3f7db6934d4,701f6dc8-fd8d-4b36-ac9c-2a3c7f2ed7fb,814d769b-548d-4baf-9c22-0a5a01df3b70,3,262.28
4c67a8fa-79c4-42ff-bcc5-3edd84d539fb,66a7d201-74d7-410d-a5e3-efbb02d0e5f2,58b02935-4f52-4501-ac76-43624115b809,3,141782.96
e02ba2f1-41c0-4dcf-ae2a-e8735fda2cfa,66a7d201-74d7-410d-a5e3-efbb02d0e5f2,67be0620-3bbd-40cd-8819-5b10d3b8e4b5,5,21366.59
064f7a9d-baa0-4dff-8f1d-9d61c94601df,66a7d201-74d7-410d-a5e3-efbb02d0e5f2,dca330b8-63e3-47ee-9c94-85fc3d5d80d1,3,49812.28
